Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,ID,Volume
142,179,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Coupe Premium AWD,Cadillac,2012 Cadillac CTS Coupe,2012,318,275,4774,2287620
180,97,5,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,26,Automatic transmission,2012 Jaguar XF,Jaguar,2012 Jaguar XF,2012,385,380,4775,87300
180,97,5,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,26,Automatic transmission,2012 Jaguar XF Portfolio,Jaguar,2012 Jaguar XF,2012,385,380,4776,87300
180,97,5,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XF Supercharged,Jaguar,2012 Jaguar XF,2012,470,424,4777,87300
180,97,5,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XFR,Jaguar,2012 Jaguar XF,2012,470,424,4778,87300
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,26,Automatic transmission,2012 Jaguar XJ,Jaguar,2012 Jaguar XJ,2012,385,380,4779,20832
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Jaguar XJL Portfolio,Jaguar,2012 Jaguar XJ,2012,385,380,4780,20832
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XJ Supercharged,Jaguar,2012 Jaguar XJ,2012,470,424,4781,20832
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XJL Supercharged,Jaguar,2012 Jaguar XJ,2012,470,424,4782,20832
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XJ Supersport,Jaguar,2012 Jaguar XJ,2012,510,461,4783,20832
168,2,62,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2012 Jaguar XJL Supersport,Jaguar,2012 Jaguar XJ,2012,510,461,4784,20832
193,251,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Cadillac CTS Sport Sedan,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,4785,2373707
193,251,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan AT,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,4786,2373707
193,251,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Sedan AWD,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,4787,2373707
193,251,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2012 Cadillac CTS Sport Sedan Luxury,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,4788,2373707
193,251,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan Luxury AT,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,4789,2373707
193,251,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan Performance,Cadillac,2012 Cadillac CTS Sport Sedan,2012,318,275,4790,2373707
193,251,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan Performance AWD,Cadillac,2012 Cadillac CTS Sport Sedan,2012,318,275,4791,2373707
193,251,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan Premium,Cadillac,2012 Cadillac CTS Sport Sedan,2012,318,275,4792,2373707
193,251,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan Premium AWD,Cadillac,2012 Cadillac CTS Sport Sedan,2012,318,275,4793,2373707
193,251,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Sedan Luxury AWD,Cadillac,2012 Cadillac CTS Sport Sedan,2012,270,223,4794,2373707
193,212,151,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2012 Grand Cherokee Overland Summit 5.7L 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4795,6178316
32,186,240,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 550 hp 502 ft-lbs S-charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Jaguar XKR-S Coupe,Jaguar,2012 Jaguar XK Coup,2012,550,502,4796,1428480
42,186,240,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2012 Jaguar XK Coupe,Jaguar,2012 Jaguar XK Coup,2012,385,380,4797,1874880
42,186,240,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Jaguar XKR Coupe,Jaguar,2012 Jaguar XK Coup,2012,510,461,4798,1874880
49,186,240,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Jaguar XK Convertible,Jaguar,2012 Jaguar XK Convertible,2012,385,380,4799,2187360
49,186,240,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Jaguar XKR Convertible,Jaguar,2012 Jaguar XK Convertible,2012,510,461,4800,2187360
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Arctic 4x4,Jeep,2012 Jeep Liberty,2012,210,235,4801,68244
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Sport 4x4,Jeep,2012 Jeep Liberty,2012,210,235,4802,68244
11,141,44,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Jeep Liberty Limited Jet Edition 4x2,Jeep,2012 Jeep Liberty,2012,210,235,4803,68244
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Limited Edition 4x4,Jeep,2012 Jeep Liberty,2012,210,235,4804,68244
11,141,44,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2012 Jeep Liberty Limited Jet Edition 4x4,Jeep,2012 Jeep Liberty,2012,210,235,4805,68244
11,141,44,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Jeep Liberty Sport 4x2,Jeep,2012 Jeep Liberty,2012,210,235,4806,68244
11,141,44,Rear-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Jeep Liberty Limited Edition 4x2,Jeep,2012 Jeep Liberty,2012,210,235,4807,68244
193,12,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Wagon,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,4808,113484
193,12,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,4809,113484
193,12,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Wagon Luxury,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,4810,113484
193,12,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Luxury AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,270,223,4811,113484
193,12,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Performance,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,4812,113484
193,12,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Performance AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,4813,113484
193,12,49,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Premium,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,4814,113484
193,12,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Cadillac CTS Sport Wagon Premium AWD,Cadillac,2012 Cadillac CTS Sport Wagon,2012,318,275,4815,113484
132,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2012 Honda Crosstour EX,Honda,2012 Honda Accord Crosstour Hatchback,2012,271,254,4816,1857240
142,179,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Coupe,Cadillac,2012 Cadillac CTS-V Coupe,2012,556,551,4817,2287620
142,179,90,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Coupe AT,Cadillac,2012 Cadillac CTS-V Coupe,2012,556,551,4818,2287620
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design AWD,Volvo,2012 Volvo XC90,2012,240,236,4819,5187000
247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD,Volvo,2012 Volvo XC90,2012,240,236,4820,5187000
132,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2012 Honda Crosstour EX-L,Honda,2012 Honda Accord Crosstour Hatchback,2012,271,254,4821,1857240
66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD,Volvo,2012 Volvo XC70,2012,240,236,4822,1047420
175,251,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Sedan,Cadillac,2012 Cadillac CTS-V Sedan,2012,556,551,4823,2152325
175,251,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Sedan AT,Cadillac,2012 Cadillac CTS-V Sedan,2012,556,551,4824,2152325
175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD,Volvo,2012 Volvo XC60,2012,240,236,4825,322525
132,134,105,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,26,Automatic transmission,2012 Honda Crosstour EX-L 4WD,Honda,2012 Honda Accord Crosstour Hatchback,2012,271,254,4826,1857240
180,115,242,All-wheel drive,Volkswagen 2.0L 4 Cylinder 256 hp 243 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 Volkswagen Golf R 4-Door,Volkswagen,2012 Volkswagen Golf R 4-Door,2012,256,243,4827,5009400
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan S,Volkswagen,2012 Volkswagen Routan,2012,283,260,4828,792442
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Volkswagen Routan SE,Volkswagen,2012 Volkswagen Routan,2012,283,260,4829,792442
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan SEL,Volkswagen,2012 Volkswagen Routan,2012,283,260,4830,792442
214,23,161,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 Volkswagen Routan SEL Premium,Volkswagen,2012 Volkswagen Routan,2012,283,260,4831,792442
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 2-Door,Volkswagen,2012 Volkswagen GTI 2-Door,2012,200,207,4832,5232040
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 2-Door Autobahn,Volkswagen,2012 Volkswagen GTI 2-Door,2012,200,207,4833,5232040
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Laredo X 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4834,6178316
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Limited 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4835,6178316
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Overland 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4836,6178316
193,212,151,Rear-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Grand Cherokee Overland Summit 5.7L 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,4837,6178316
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 T5 Premier Plus,Volvo,2012 Volvo C30,2012,227,236,4838,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 T5 Platinum,Volvo,2012 Volvo C30,2012,227,236,4839,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 R-Design Premier Plus,Volvo,2012 Volvo C30,2012,227,236,4840,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 R-Design Platinum,Volvo,2012 Volvo C30,2012,227,236,4841,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 T5 Premier Plus AT,Volvo,2012 Volvo C30,2012,227,236,4842,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 T5 Platinum AT,Volvo,2012 Volvo C30,2012,227,236,4843,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 R-Design Platinum AT,Volvo,2012 Volvo C30,2012,227,236,4844,6393595
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Volvo C30 R-Design Premier Plus AT,Volvo,2012 Volvo C30,2012,227,236,4845,6393595
119,230,44,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Volvo C70 T5 Premier Plus,Volvo,2012 Volvo C70,2012,227,236,4846,1204280
119,230,44,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Volvo C70 T5 Platinum,Volvo,2012 Volvo C70,2012,227,236,4847,1204280
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Platinum,Volvo,2012 Volvo XC60,2012,240,236,4848,322525
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Premier,Volvo,2012 Volvo XC60,2012,240,236,4849,322525
175,19,97,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC60 3.2 Premier Plus,Volvo,2012 Volvo XC60,2012,240,236,4850,322525
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD Premier Plus,Volvo,2012 Volvo XC60,2012,300,325,4851,322525
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD Platinum,Volvo,2012 Volvo XC60,2012,300,325,4852,322525
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design Premier Plus,Volvo,2012 Volvo XC60,2012,325,354,4853,322525
175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design Platinum,Volvo,2012 Volvo XC60,2012,325,354,4854,322525
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 4-Door,Volkswagen,2012 Volkswagen GTI 4-Door,2012,200,207,4855,5232040
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 4-Door Autobahn,Volkswagen,2012 Volkswagen GTI 4-Door,2012,200,207,4856,5232040
160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2012 Jeep Patriot Sport 4x4,Jeep,2012 Jeep Patriot,2012,172,165,4857,2192320
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Patriot Sport 2.4L 4x2,Jeep,2012 Jeep Patriot,2012,172,165,4858,1740154
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Patriot Latitude 4x2,Jeep,2012 Jeep Patriot,2012,158,141,4859,1740154
127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Patriot Latitude 2.4L 4x2,Jeep,2012 Jeep Patriot,2012,172,165,4860,1740154
127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Patriot Sport 4x2,Jeep,2012 Jeep Patriot,2012,158,141,4861,1740154
205,181,16,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2012 Volkswagen Beetle 2.5L,Volkswagen,2012 Volkswagen Beetle,2012,170,177,4862,593680
205,181,16,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2012 Volkswagen Beetle 2.5L AT,Volkswagen,2012 Volkswagen Beetle,2012,170,177,4863,593680
205,181,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2012 Volkswagen Beetle Turbo,Volkswagen,2012 Volkswagen Beetle,2012,200,207,4864,593680
193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Wagon,Cadillac,2012 Cadillac CTS-V Wagon,2012,556,551,4865,113484
193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Wagon AT,Cadillac,2012 Cadillac CTS-V Wagon,2012,556,551,4866,113484
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sport S AT,Jeep,2012 Jeep Wrangler,2012,285,260,4867,110126
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sport,Jeep,2012 Jeep Wrangler,2012,285,260,4868,110126
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sport S,Jeep,2012 Jeep Wrangler,2012,285,260,4869,110126
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sport AT,Jeep,2012 Jeep Wrangler,2012,285,260,4870,110126
